time_s,upper_body_arterial_pressure_mmHg,upper_body_venous_pressure_mmHg,lower_body_arterial_pressure_mmHg,lower_body_venous_pressure_mmHg
0.539,4.983785,1.47367,6.372995,4.924471
0.54,4.98494,1.476208,6.373071,4.926683
0.541,4.986103,1.478742,6.373172,4.928873
0.542,4.987274,1.48127,6.3733,4.931044
0.543,4.988449,1.483794,6.373453,4.933194
0.544,4.989627,1.486312,6.373632,4.935326
0.545,4.990806,1.488825,6.373836,4.937439
0.546,4.991984,1.491334,6.374064,4.939534
0.547,4.993159,1.493838,6.374314,4.94161
0.548,4.994328,1.496336,6.374585,4.94367
0.549,4.99549,1.49883,6.374876,4.945712
0.55,4.996642,1.501319,6.375184,4.947738
0.551,4.997783,1.503803,6.375506,4.949748
0.552,4.99891,1.506282,6.375842,4.951742
0.553,5.000023,1.508757,6.376187,4.95372
0.554,5.001119,1.511226,6.376539,4.955682
0.555,5.002198,1.513691,6.376895,4.95763
0.556,5.003257,1.516151,6.377252,4.959562
0.557,5.004296,1.518607,6.377608,4.96148
0.558,5.005314,1.521058,6.377958,4.963383
0.559,5.00631,1.523504,6.378301,4.965271
0.56,5.007283,1.525945,6.378633,4.967145
0.561,5.008233,1.528381,6.378952,4.969005
0.562,5.00916,1.530813,6.379254,4.97085
0.563,5.010063,1.533241,6.379539,4.972681
0.564,5.010942,1.535664,6.379803,4.974497
0.565,5.011798,1.538082,6.380045,4.9763
0.566,5.012629,1.540495,6.380262,4.978087
0.567,5.013437,1.542904,6.380455,4.979861
0.568,5.014222,1.545309,6.38062,4.98162
0.569,5.014983,1.547708,6.380759,4.983364
0.57,5.015722,1.550104,6.380869,4.985093
0.571,5.016438,1.552495,6.38095,4.986808
0.572,5.017132,1.554881,6.381003,4.988508
0.573,5.017804,1.557263,6.381027,4.990194
0.574,5.018454,1.55964,6.381022,4.991864
0.575,5.019083,1.562013,6.380989,4.993519
0.576,5.01969,1.564382,6.380928,4.995159
0.577,5.020277,1.566746,6.380839,4.996784
0.578,5.020843,1.569106,6.380723,4.998394
0.579,5.021388,1.571462,6.380581,4.999988
0.58,5.021912,1.573813,6.380414,5.001567
0.581,5.022416,1.576159,6.38022,5.00313
0.582,5.0229,1.578502,6.380002,5.004678
0.583,5.023364,1.58084,6.37976,5.00621
0.584,5.023808,1.583174,6.379493,5.007727
0.585,5.024232,1.585503,6.379203,5.009228
0.586,5.024637,1.587828,6.378888,5.010714
0.587,5.025023,1.590149,6.37855,5.012183
0.588,5.02539,1.592466,6.378187,5.013638
0.589,5.025739,1.594778,6.377801,5.015076
0.59,5.026071,1.597087,6.377389,5.016499
0.591,5.026387,1.599391,6.376953,5.017906
0.592,5.026687,1.60169,6.376492,5.019297
0.593,5.026972,1.603986,6.376006,5.020672
0.594,5.027245,1.606278,6.375493,5.022032
0.595,5.027505,1.608565,6.374954,5.023375
0.596,5.027755,1.610848,6.374388,5.024703
0.597,5.027997,1.613127,6.373796,5.026014
0.598,5.028231,1.615402,6.373177,5.02731
0.599,5.028461,1.617673,6.372532,5.028589
0.6,5.028687,1.61994,6.37186,5.029852
0.601,5.028913,1.622203,6.371163,5.031099
0.602,5.02914,1.624461,6.370441,5.03233
0.603,5.02937,1.626716,6.369696,5.033545
0.604,5.029606,1.628966,6.368929,5.034743
0.605,5.029849,1.631213,6.368141,5.035925
0.606,5.030103,1.633456,6.367334,5.03709
0.607,5.030368,1.635694,6.366511,5.03824
0.608,5.030647,1.637929,6.365674,5.039373
0.609,5.030943,1.64016,6.364826,5.04049
0.61,5.031255,1.642386,6.363969,5.041591
0.611,5.031587,1.644609,6.363107,5.042677
0.612,5.031939,1.646828,6.362242,5.043746
0.613,5.032312,1.649043,6.361379,5.0448
0.614,5.032708,1.651254,6.36052,5.045839
0.615,5.033126,1.653461,6.359669,5.046863
0.616,5.033569,1.655664,6.358829,5.047872
0.617,5.034034,1.657864,6.358003,5.048867
0.618,5.034524,1.660059,6.357195,5.049847
0.619,5.035036,1.662251,6.356407,5.050814
0.62,5.035572,1.664439,6.355643,5.051767
0.621,5.036129,1.666623,6.354903,5.052707
0.622,5.036708,1.668804,6.354192,5.053634
0.623,5.037306,1.67098,6.35351,5.05455
0.624,5.037923,1.673153,6.352859,5.055453
0.625,5.038558,1.675322,6.35224,5.056345
0.626,5.039208,1.677487,6.351654,5.057226
0.627,5.039872,1.679649,6.351101,5.058096
0.628,5.040548,1.681807,6.35058,5.058957
0.629,5.041235,1.683961,6.350092,5.059807
0.63,5.04193,1.686112,6.349636,5.060648
0.631,5.042633,1.688258,6.34921,5.061481
0.632,5.043341,1.690402,6.348813,5.062305
0.633,5.044052,1.692541,6.348444,5.06312
0.634,5.044766,1.694677,6.348099,5.063928
0.635,5.04548,1.696809,6.347777,5.064728
0.636,5.046192,1.698938,6.347476,5.065522
0.637,5.046902,1.701063,6.347193,5.066308
0.638,5.047608,1.703184,6.346926,5.067087
0.639,5.04831,1.705302,6.346672,5.06786
0.64,5.049005,1.707416,6.346428,5.068626
0.641,5.049694,1.709527,6.346192,5.069387
0.642,5.050374,1.711634,6.345962,5.070141
0.643,5.051046,1.713738,6.345735,5.070889
0.644,5.051709,1.715838,6.34551,5.071631
0.645,5.052362,1.717934,6.345284,5.072368
0.646,5.053005,1.720027,6.345056,5.073099
0.647,5.053637,1.722117,6.344824,5.073824
0.648,5.054259,1.724203,6.344586,5.074544
0.649,5.054869,1.726286,6.344343,5.075258
0.65,5.055467,1.728365,6.344092,5.075966
0.651,5.056053,1.73044,6.343833,5.076668
0.652,5.056628,1.732513,6.343565,5.077365
0.653,5.057191,1.734581,6.343288,5.078057
0.654,5.057741,1.736647,6.343002,5.078742
0.655,5.058279,1.738709,6.342707,5.079422
0.656,5.058805,1.740767,6.342402,5.080096
0.657,5.059318,1.742823,6.342087,5.080764
0.658,5.059819,1.744874,6.341762,5.081427
0.659,5.060307,1.746923,6.341427,5.082083
0.66,5.060784,1.748968,6.341083,5.082734
0.661,5.061248,1.75101,6.340729,5.083379
0.662,5.0617,1.753048,6.340365,5.084018
0.663,5.06214,1.755083,6.339991,5.084651
0.664,5.062568,1.757115,6.339607,5.085278
0.665,5.062985,1.759143,6.339212,5.0859
0.666,5.063391,1.761168,6.338807,5.086515
0.667,5.063787,1.76319,6.338392,5.087124
0.668,5.064172,1.765209,6.337964,5.087728
0.669,5.064547,1.767224,6.337526,5.088325
0.67,5.064914,1.769236,6.337075,5.088916
0.671,5.065271,1.771245,6.336612,5.089501
0.672,5.06562,1.77325,6.336136,5.09008
0.673,5.065962,1.775253,6.335648,5.090653
0.674,5.066296,1.777252,6.335147,5.091219
0.675,5.066623,1.779248,6.334632,5.091779
0.676,5.066944,1.78124,6.334104,5.092333
0.677,5.067259,1.78323,6.333563,5.09288
0.678,5.067568,1.785216,6.333009,5.093421
0.679,5.067871,1.787199,6.332442,5.093955
0.68,5.068169,1.789179,6.331863,5.094483
0.681,5.068462,1.791156,6.331272,5.095004
0.682,5.068748,1.79313,6.330669,5.095518
0.683,5.069029,1.7951,6.330055,5.096026
0.684,5.069302,1.797068,6.329431,5.096527
0.685,5.069569,1.799032,6.328798,5.097022
0.686,5.069828,1.800994,6.328155,5.09751
0.687,5.070078,1.802952,6.327505,5.097991
0.688,5.070319,1.804907,6.326846,5.098466
0.689,5.070549,1.806859,6.32618,5.098934
0.69,5.070767,1.808808,6.325508,5.099395
0.691,5.070972,1.810754,6.324828,5.09985
0.692,5.071163,1.812696,6.324142,5.100298
0.693,5.071338,1.814636,6.32345,5.10074
0.694,5.071496,1.816573,6.32275,5.101174
0.695,5.071636,1.818507,6.322042,5.101603
0.696,5.071757,1.820438,6.321326,5.102025
0.697,5.071857,1.822365,6.3206,5.10244
0.698,5.071935,1.82429,6.319863,5.102848
0.699,5.071991,1.826212,6.319114,5.10325
0.7,5.072023,1.828131,6.318351,5.103646
0.701,5.072031,1.830046,6.317573,5.104034
0.702,5.072015,1.831959,6.316777,5.104416
0.703,5.071974,1.833869,6.315961,5.104791
0.704,5.071908,1.835776,6.315124,5.105159
0.705,5.071817,1.83768,6.314262,5.10552
0.706,5.071701,1.839581,6.313375,5.105874
0.707,5.071561,1.841479,6.31246,5.10622
0.708,5.071397,1.843375,6.311516,5.106558
0.709,5.07121,1.845267,6.31054,5.106889
0.71,5.071001,1.847156,6.309531,5.107212
0.711,5.070771,1.849043,6.308489,5.107527
0.712,5.070522,1.850927,6.307411,5.107833
0.713,5.070254,1.852807,6.306297,5.10813
0.714,5.069968,1.854685,6.305147,5.108419
0.715,5.069667,1.85656,6.303961,5.108699
0.716,5.069351,1.858433,6.302739,5.108969
0.717,5.069022,1.860302,6.301482,5.10923
0.718,5.068682,1.862168,6.30019,5.109481
0.719,5.068331,1.864032,6.298864,5.109723
0.72,5.067971,1.865893,6.297507,5.109954
0.721,5.067603,1.867751,6.296119,5.110175
0.722,5.067228,1.869606,6.294704,5.110385
0.723,5.066848,1.871459,6.293261,5.110585
0.724,5.066463,1.873309,6.291795,5.110775
0.725,5.066075,1.875155,6.290307,5.110954
0.726,5.065683,1.876999,6.288799,5.111121
0.727,5.06529,1.878841,6.287275,5.111279
0.728,5.064895,1.880679,6.285734,5.111425
0.729,5.064499,1.882515,6.284182,5.111561
0.73,5.064103,1.884348,6.282618,5.111685
0.731,5.063706,1.886179,6.281045,5.111799
0.732,5.06331,1.888006,6.279464,5.111903
0.733,5.062915,1.889831,6.277878,5.111995
0.734,5.06252,1.891653,6.276288,5.112077
0.735,5.062126,1.893473,6.274694,5.112149
0.736,5.061732,1.89529,6.273097,5.11221
0.737,5.06134,1.897104,6.271498,5.112261
0.738,5.060948,1.898915,6.269899,5.112302
0.739,5.060558,1.900724,6.268298,5.112333
0.74,5.060167,1.90253,6.266696,5.112354
0.741,5.059777,1.904333,6.265094,5.112365
0.742,5.059386,1.906134,6.26349,5.112367
0.743,5.058995,1.907932,6.261886,5.112359
0.744,5.058602,1.909727,6.260281,5.112341
0.745,5.058206,1.91152,6.258674,5.112314
0.746,5.057807,1.91331,6.257066,5.112278
0.747,5.057403,1.915098,6.255455,5.112232
0.748,5.056992,1.916883,6.253843,5.112178
0.749,5.056575,1.918665,6.252228,5.112114
0.75,5.056147,1.920445,6.25061,5.112042
0.751,5.055709,1.922222,6.248988,5.111961
0.752,5.055257,1.923996,6.247363,5.11187
0.753,5.05479,1.925768,6.245734,5.111772
0.754,5.054304,1.927538,6.2441,5.111664
0.755,5.053799,1.929305,6.24246,5.111548
0.756,5.05327,1.931069,6.240814,5.111424
0.757,5.052716,1.93283,6.239161,5.11129
0.758,5.052134,1.93459,6.237499,5.111149
0.759,5.051522,1.936346,6.235827,5.110999
0.76,5.050878,1.9381,6.234143,5.11084
0.761,5.050198,1.939852,6.232446,5.110674
0.762,5.049482,1.941601,6.230732,5.110498
0.763,5.048727,1.943347,6.229,5.110314
0.764,5.047932,1.945091,6.227247,5.110122
0.765,5.047096,1.946832,6.22547,5.10992
0.766,5.046219,1.948571,6.223666,5.10971
0.767,5.0453,1.950308,6.22183,5.109491
0.768,5.044339,1.952042,6.219961,5.109262
0.769,5.043338,1.953773,6.218054,5.109025
0.77,5.042297,1.955502,6.216107,5.108777
0.771,5.041219,1.957228,6.214114,5.10852
0.772,5.040105,1.958952,6.212075,5.108252
0.773,5.038959,1.960674,6.209985,5.107974
0.774,5.037784,1.962393,6.207841,5.107685
0.775,5.036583,1.964109,6.205643,5.107384
0.776,5.035361,1.965823,6.203388,5.107072
0.777,5.034121,1.967535,6.201074,5.106748
0.778,5.03287,1.969244,6.198703,5.106412
0.779,5.031611,1.970951,6.196273,5.106063
0.78,5.03035,1.972655,6.193786,5.1057
0.781,5.029093,1.974357,6.191244,5.105325
0.782,5.027843,1.976057,6.188649,5.104935
0.783,5.026608,1.977754,6.186005,5.104531
0.784,5.02539,1.979448,6.183316,5.104113
0.785,5.024196,1.981141,6.180587,5.103681
0.786,5.02303,1.98283,6.177823,5.103233
0.787,5.021895,1.984518,6.17503,5.102771
0.788,5.020796,1.986203,6.172217,5.102294
0.789,5.019736,1.987886,6.169388,5.101802
0.79,5.018718,1.989566,6.166553,5.101295
0.791,5.017743,1.991244,6.163719,5.100773
0.792,5.016814,1.99292,6.160894,5.100238
0.793,5.015932,1.994593,6.158086,5.099688
0.794,5.015097,1.996264,6.155302,5.099124
0.795,5.01431,1.997933,6.152549,5.098547
0.796,5.013571,1.999599,6.149836,5.097957
0.797,5.012878,2.001263,6.147167,5.097355
0.798,5.012231,2.002924,6.144549,5.096741
0.799,5.011629,2.004584,6.141987,5.096116
0.8,5.01107,2.006241,6.139484,5.09548
0.801,5.010552,2.007896,6.137045,5.094835
0.802,5.010073,2.009548,6.134671,5.09418
0.803,5.009632,2.011198,6.132365,5.093518
0.804,5.009225,2.012846,6.130126,5.092848
0.805,5.008852,2.014492,6.127954,5.09217
0.806,5.00851,2.016136,6.125849,5.091487
0.807,5.008197,2.017777,6.123808,5.090798
0.808,5.007913,2.019416,6.121829,5.090104
0.809,5.007654,2.021053,6.11991,5.089406
0.81,5.007421,2.022687,6.118046,5.088704
0.811,5.007211,2.024319,6.116235,5.087998
0.812,5.007025,2.02595,6.114472,5.08729
0.813,5.006861,2.027577,6.112754,5.08658
0.814,5.006719,2.029203,6.111076,5.085868
0.815,5.006598,2.030827,6.109436,5.085155
0.816,5.006499,2.032448,6.10783,5.08444
0.817,5.00642,2.034067,6.106254,5.083724
0.818,5.006361,2.035684,6.104707,5.083008
0.819,5.006323,2.037299,6.103187,5.082292
0.82,5.006306,2.038911,6.101691,5.081575
0.821,5.006307,2.040522,6.100219,5.080859
0.822,5.006329,2.04213,6.098771,5.080143
0.823,5.006368,2.043736,6.097346,5.079427
0.824,5.006426,2.04534,6.095946,5.078712
0.825,5.006501,2.046942,6.094571,5.077999
0.826,5.006591,2.048542,6.093222,5.077286
0.827,5.006696,2.050139,6.091901,5.076575
0.828,5.006814,2.051735,6.090609,5.075865
0.829,5.006944,2.053328,6.089348,5.075157
0.83,5.007083,2.054919,6.08812,5.074452
0.831,5.00723,2.056509,6.086927,5.073749
0.832,5.007384,2.058096,6.085769,5.073048
0.833,5.007541,2.059681,6.084647,5.072351
0.834,5.007701,2.061263,6.083561,5.071657
0.835,5.007862,2.062844,6.082513,5.070966
0.836,5.008021,2.064423,6.081501,5.070279
0.837,5.008179,2.065999,6.080523,5.069597
0.838,5.008333,2.067574,6.07958,5.068919
0.839,5.008483,2.069147,6.078667,5.068245
0.84,5.008628,2.070717,6.077784,5.067576
0.841,5.008767,2.072285,6.076926,5.066912
0.842,5.008902,2.073852,6.076091,5.066254
0.843,5.009032,2.075416,6.075276,5.0656
0.844,5.009158,2.076978,6.074475,5.064952
0.845,5.009281,2.078538,6.073686,5.06431
0.846,5.009402,2.080097,6.072905,5.063673
0.847,5.009522,2.081653,6.072128,5.063041
0.848,5.009644,2.083207,6.071352,5.062415
0.849,5.009768,2.084759,6.070575,5.061794
0.85,5.009898,2.086309,6.069794,5.061178
0.851,5.010033,2.087857,6.069008,5.060567
0.852,5.010176,2.089403,6.068214,5.059961
0.853,5.010328,2.090947,6.067413,5.05936
0.854,5.010491,2.092489,6.066605,5.058764
0.855,5.010664,2.094029,6.06579,5.058173
0.856,5.010848,2.095568,6.064971,5.057585
0.857,5.011044,2.097104,6.064149,5.057003
0.858,5.01125,2.098638,6.063326,5.056424
0.859,5.011465,2.10017,6.062506,5.05585
0.86,5.011687,2.1017,6.061691,5.05528
0.861,5.011915,2.103229,6.060886,5.054714
0.862,5.012144,2.104755,6.060094,5.054152
0.863,5.012372,2.10628,6.059317,5.053595
0.864,5.012594,2.107802,6.05856,5.053042
0.865,5.012807,2.109323,6.057824,5.052494
0.866,5.013004,2.110841,6.057112,5.05195
0.867,5.013182,2.112358,6.056424,5.051412
0.868,5.013334,2.113873,6.055763,5.050878
0.869,5.013455,2.115385,6.055126,5.05035
0.87,5.013539,2.116896,6.054514,5.049827
0.871,5.013581,2.118405,6.053922,5.049309
0.872,5.013575,2.119913,6.053348,5.048797
0.873,5.013516,2.121418,6.052788,5.048291
0.874,5.0134,2.122921,6.052235,5.047791
0.875,5.013221,2.124422,6.051683,5.047296
0.876,5.012976,2.125922,6.051125,5.046806
0.877,5.012662,2.12742,6.050552,5.046322
0.878,5.012275,2.128915,6.049955,5.045843
0.879,5.011814,2.130409,6.049327,5.045369
0.88,5.011278,2.131901,6.048657,5.0449
0.881,5.010665,2.133391,6.047935,5.044434
0.882,5.009975,2.134879,6.047153,5.043972
0.883,5.00921,2.136366,6.046301,5.043512
0.884,5.00837,2.13785,6.045371,5.043054
0.885,5.007457,2.139333,6.044355,5.042598
0.886,5.006473,2.140813,6.043246,5.042142
0.887,5.005421,2.142292,6.042038,5.041686
0.888,5.004305,2.143769,6.040726,5.041228
0.889,5.003127,2.145244,6.039306,5.040768
0.89,5.001891,2.146717,6.037776,5.040304
0.891,5.000601,2.148189,6.036133,5.039837
0.892,4.99926,2.149658,6.034378,5.039364
0.893,4.997872,2.151126,6.032511,5.038884
0.894,4.996441,2.152592,6.030535,5.038398
0.895,4.99497,2.154056,6.028454,5.037904
0.896,4.993462,2.155518,6.02627,5.0374
0.897,4.99192,2.156978,6.02399,5.036887
0.898,4.990347,2.158436,6.021619,5.036364
0.899,4.988744,2.159893,6.019163,5.035829
0.9,4.987115,2.161348,6.01663,5.035283
0.901,4.98546,2.162801,6.014024,5.034725
0.902,4.983781,2.164252,6.011355,5.034154
0.903,4.982081,2.165701,6.008627,5.03357
0.904,4.980359,2.167149,6.005848,5.032972
0.905,4.978617,2.168594,6.003023,5.032361
0.906,4.976858,2.170038,6.000157,5.031735
0.907,4.97508,2.17148,5.997256,5.031096
0.908,4.973288,2.17292,5.994322,5.030442
0.909,4.971481,2.174359,5.991359,5.029774
0.91,4.969663,2.175796,5.988369,5.029092
0.911,4.967835,2.17723,5.985354,5.028395
0.912,4.966001,2.178664,5.982314,5.027683
0.913,4.964164,2.180095,5.97925,5.026957
0.914,4.962327,2.181524,5.97616,5.026217
0.915,4.960496,2.182952,5.973045,5.025461
0.916,4.958673,2.184378,5.969903,5.024691
0.917,4.956866,2.185802,5.966734,5.023906
0.918,4.955079,2.187225,5.963537,5.023106
0.919,4.953319,2.188645,5.960311,5.022292
0.92,4.951592,2.190064,5.957056,5.021462
0.921,4.949904,2.191482,5.953772,5.020617
0.922,4.948262,2.192897,5.950461,5.019757
0.923,4.946673,2.194311,5.947125,5.018882
0.924,4.945144,2.195723,5.943767,5.017991
0.925,4.943681,2.197133,5.940391,5.017085
0.926,4.942292,2.198541,5.937003,5.016164
0.927,4.940981,2.199948,5.933609,5.015228
0.928,4.939755,2.201353,5.930216,5.014277
0.929,4.938619,2.202757,5.926832,5.013311
0.93,4.937578,2.204159,5.923468,5.012331
0.931,4.936636,2.205559,5.920133,5.011337
0.932,4.935797,2.206957,5.916838,5.010329
0.933,4.935064,2.208354,5.913595,5.009308
0.934,4.93444,2.209749,5.910415,5.008275
0.935,4.933926,2.211142,5.907309,5.007231
0.936,4.933525,2.212534,5.904291,5.006176
0.937,4.933237,2.213924,5.90137,5.005111
0.938,4.933064,2.215312,5.898557,5.004038
0.939,4.933007,2.216699,5.895864,5.002957
0.94,4.933067,2.218084,5.893298,5.00187
0.941,4.933245,2.219467,5.890868,5.000778
0.942,4.933542,2.220849,5.888582,4.999682
0.943,4.933961,2.222229,5.886444,4.998584
0.944,4.934503,2.223608,5.88446,4.997486
0.945,4.935172,2.224985,5.882632,4.996387
0.946,4.935973,2.226361,5.880964,4.995291
0.947,4.93691,2.227735,5.879456,4.994198
0.948,4.937989,2.229107,5.878109,4.99311
0.949,4.939218,2.230478,5.876923,4.992028
0.95,4.940605,2.231847,5.875897,4.990954
0.951,4.94216,2.233214,5.87503,4.989888
0.952,4.943894,2.234581,5.874323,4.988833
0.953,4.945818,2.235945,5.873774,4.987789
0.954,4.947947,2.237308,5.873384,4.986759
0.955,4.950295,2.23867,5.873156,4.985742
0.956,4.952877,2.24003,5.873091,4.984741
0.957,4.955709,2.241388,5.873195,4.983756
0.958,4.958808,2.242745,5.873473,4.98279
0.959,4.962191,2.244101,5.873935,4.981843
0.96,4.965876,2.245455,5.874589,4.980917
0.961,4.969881,2.246807,5.875449,4.980014
0.962,4.974223,2.248159,5.87653,4.979134
0.963,4.97892,2.249508,5.877848,4.978281
0.964,4.983988,2.250857,5.879424,4.977455
0.965,4.989443,2.252204,5.881279,4.97666
0.966,4.9953,2.253549,5.883436,4.975896
0.967,5.001572,2.254894,5.885921,4.975167
0.968,5.008272,2.256237,5.888761,4.974476
0.969,5.015411,2.257578,5.891984,4.973824
0.97,5.022998,2.258918,5.89562,4.973216
0.971,5.03104,2.260257,5.899696,4.972655
0.972,5.039544,2.261595,5.904243,4.972143
0.973,5.048514,2.262931,5.90929,4.971686
0.974,5.057951,2.264267,5.914864,4.971286
0.975,5.067858,2.2656,5.920992,4.970949
0.976,5.078232,2.266933,5.927698,4.970678
0.977,5.089071,2.268265,5.935006,4.970477
0.978,5.100372,2.269595,5.942935,4.970353
0.979,5.112129,2.270924,5.951503,4.970309
0.98,5.124337,2.272252,5.960723,4.97035
0.981,5.136988,2.273579,5.970608,4.970482
0.982,5.150074,2.274905,5.981164,4.970708
0.983,5.163586,2.27623,5.992396,4.971035
0.984,5.177516,2.277554,6.004306,4.971466
0.985,5.191853,2.278876,6.016892,4.972008
0.986,5.206589,2.280198,6.03015,4.972663
0.987,5.221714,2.281519,6.044073,4.973438
0.988,5.237217,2.282838,6.058652,4.974337
0.989,5.25309,2.284157,6.073877,4.975364
0.99,5.269323,2.285474,6.089734,4.976522
0.991,5.285907,2.286791,6.106211,4.977817
0.992,5.302834,2.288107,6.123292,4.979252
0.993,5.320094,2.289422,6.140963,4.980831
0.994,5.337681,2.290736,6.159208,4.982557
0.995,5.355586,2.292049,6.178013,4.984434
0.996,5.373803,2.293361,6.197362,4.986464
0.997,5.392323,2.294672,6.217241,4.988651
0.998,5.411142,2.295982,6.237636,4.990997
0.999,5.430252,2.297292,6.258535,4.993505
1.0,5.449648,2.2986,6.279926,4.996177
1.001,5.469323,2.299908,6.301798,4.999017
1.002,5.489271,2.301215,6.324141,5.002025
1.003,5.509488,2.302522,6.346946,5.005205
1.004,5.529967,2.303827,6.370204,5.008558
1.005,5.550703,2.305132,6.393908,5.012085
1.006,5.571689,2.306436,6.418051,5.01579
1.007,5.592921,2.307739,6.442627,5.019674
1.008,5.614392,2.309041,6.467629,5.023737
1.009,5.636096,2.310343,6.493051,5.027983
1.01,5.658028,2.311644,6.518888,5.032412
1.011,5.680182,2.312945,6.545133,5.037025
1.012,5.702551,2.314244,6.571781,5.041825
1.013,5.725131,2.315543,6.598823,5.046813
1.014,5.747914,2.316842,6.626254,5.051989
1.015,5.770894,2.31814,6.654066,5.057355
1.016,5.794067,2.319437,6.68225,5.062911
1.017,5.817425,2.320733,6.710797,5.06866
1.018,5.840965,2.322029,6.739699,5.074601
1.019,5.864679,2.323324,6.768946,5.080735
1.02,5.888562,2.324619,6.798528,5.087063
1.021,5.91261,2.325913,6.828433,5.093586
1.022,5.936817,2.327207,6.858652,5.100305
1.023,5.961178,2.3285,6.889174,5.107218
1.024,5.985688,2.329793,6.919987,5.114327
1.025,6.010344,2.331085,6.95108,5.121632
1.026,6.03514,2.332376,6.982442,5.129132
1.027,6.060071,2.333667,7.014063,5.136829
1.028,6.085135,2.334958,7.045933,5.144721
1.029,6.110326,2.336248,7.07804,5.152808
1.03,6.135641,2.337538,7.110376,5.16109
1.031,6.161074,2.338827,7.142932,5.169567
1.032,6.186623,2.340116,7.175697,5.178238
1.033,6.212283,2.341404,7.208665,5.187102
1.034,6.238049,2.342692,7.241827,5.19616
1.035,6.263918,2.34398,7.275175,5.205409
1.036,6.289884,2.345267,7.308704,5.21485
1.037,6.315943,2.346554,7.342406,5.224482
1.038,6.342091,2.34784,7.376274,5.234303
1.039,6.368323,2.349126,7.410305,5.244313
1.04,6.394634,2.350412,7.44449,5.254512
1.041,6.421019,2.351697,7.478825,5.264897
1.042,6.447473,2.352982,7.513304,5.275468
1.043,6.473992,2.354267,7.547922,5.286224
1.044,6.500569,2.355552,7.582673,5.297164
1.045,6.5272,2.356836,7.617551,5.308286
1.046,6.553881,2.35812,7.65255,5.31959
1.047,6.580606,2.359404,7.687665,5.331074
1.048,6.607372,2.360687,7.722888,5.342738
1.049,6.634173,2.36197,7.758214,5.354579
1.05,6.661006,2.363253,7.793635,5.366596
1.051,6.687866,2.364536,7.829145,5.378789
1.052,6.714751,2.365819,7.864736,5.391155
1.053,6.741657,2.367101,7.900402,5.403693
1.054,6.768582,2.368383,7.936135,5.416401
1.055,6.795523,2.369665,7.971929,5.429279
1.056,6.822478,2.370947,8.007775,5.442324
1.057,6.849445,2.372229,8.043666,5.455535
1.058,6.876423,2.37351,8.079597,5.46891
1.059,6.903411,2.374791,8.115561,5.482447
1.06,6.930408,2.376073,8.151552,5.496145
1.061,6.957413,2.377354,8.187564,5.510001
1.062,6.984427,2.378634,8.223592,5.524014
1.063,7.011449,2.379915,8.259632,5.538183
1.064,7.038479,2.381196,8.295679,5.552504
1.065,7.065516,2.382477,8.331732,5.566977
1.066,7.092561,2.383757,8.367786,5.581599
